category,turns,expect
v45_contexto_velluto_codigo_suelto,ola buen dia || manejas veluto? || 429,"{""scope"": ""all"", ""must_contain_all"": [""429""], ""must_contain_any"": [""velluto"", ""tabaco"", ""color"", ""tono"", ""stock"", ""precio"", ""manej"", ""si"", ""sí""]}"
v45_pedido_mixto_hilos_accesorios,buenas tardes || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,hola || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buenos dias || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,holaa || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,oye una pregunta || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenos dias || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"disculpa || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,hola || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"oye una pregunta || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"oye una pregunta || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"hola || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buen dia || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"hola || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buenos dias || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenos dias || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"disculpa || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buen dia || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"holaa || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"holaa || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"hola buenas || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buenas || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buen dia || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,ola buen dia || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenos dias || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"hola || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenos dias || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,oye una pregunta || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,ola buen dia || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buen dia || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas tardes || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,disculpa || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"holaa || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"holaa || cotiza 2 del 55 velluto, 1 relleno y gancho del 5","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,hola || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"oye una pregunta || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buenos dias || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,oye una pregunta || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"buenas || velluto 429 x2, komfy mini 99 x4 y ojos de seguridad 14mm bolsa de 100","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buen dia || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buen dia || komfy mini negro 2 y velluto blanco 3 y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,"hola buenas || 2 velluto 55, 3 komfy mini negro y un relleno medio kilo","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buenas tardes || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_pedido_mixto_hilos_accesorios,buenos dias || quiero 3 del 60 de velluto y tambien gancho 4.5 si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""komfy"", ""relleno"", ""gancho"", ""ojos"", ""seguridad"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""Komfy Mini 429"", ""Velluto 99""]}"
v45_accesorios_humanos,hola || aguja de crochet 3.5 manejas?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,ola buen dia || gancho 4.5 y 5 tienes?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buenas || me muestras nariz flock,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""], ""expected_no_pedidos"": true}"
v45_accesorios_humanos,ola buen dia || me muestras nariz flock,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""], ""expected_no_pedidos"": true}"
v45_accesorios_humanos,hola buenas || me muestras nariz flock,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""], ""expected_no_pedidos"": true}"
v45_accesorios_humanos,buenos dias || me muestras nariz flock,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""], ""expected_no_pedidos"": true}"
v45_accesorios_humanos,holaa || tienes nariz flock y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buenos dias || gancho 4.5 y 5 tienes?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buen dia || tienes nariz flock y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,disculpa || gancho 4.5 y 5 tienes?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,oye una pregunta || relleno medio kilo cuanto,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,ola buen dia || ojos negros bolsa de 100 cuanto,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buenas tardes || tienes nariz flock y ojos negros,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,holaa || quiero foto de los ojos 14mm,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""], ""expected_no_pedidos"": true}"
v45_accesorios_humanos,oye una pregunta || gancho 4.5 y 5 tienes?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buenas tardes || aguja de crochet 3.5 manejas?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,ola buen dia || manejas ojos de seguridad 14mm?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,holaa || aguja de crochet 3.5 manejas?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,disculpa || aguja de crochet 3.5 manejas?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,ola buen dia || quiero foto de los ojos 14mm,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""], ""expected_no_pedidos"": true}"
v45_accesorios_humanos,hola || ojos negros bolsa de 100 cuanto,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buenas tardes || ojos negros bolsa de 100 cuanto,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,hola || aguja de crochet 3.5 manejas?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
v45_accesorios_humanos,buenos dias || gancho 4.5 y 5 tienes?,"{""scope"": ""all"", ""must_contain_any"": [""ojos"", ""seguridad"", ""nariz"", ""flock"", ""gancho"", ""aguja"", ""relleno"", ""marcador"", ""foto"", ""imagen"", ""precio"", ""manej"", ""tenemos""], ""must_not_contain_any"": [""Komfy Mini 14"", ""Velluto 14"", ""Velluto 100""]}"
